gene	control_1_rpkm	control_2_rpkm	control_3_rpkm	nq_1_rpkm	nq_2_rpkm	nq_2_rpkm	control_avg_rpkm	nq_avg_rpkm	total_avg_rpkm	logfc	pvalue	DEGs
si:dkey-26i13.8	0.004	0.017	0.009	0.021	0.04	0.049	0.01	0.0366666666667	0.0233333333333	1.85	2.30551033766594e-06	Slightly upregulated
chst12b	0	0	0	0.032	0	0	0.0	0.0106666666667	0.00533333333333	2.65	0.0976856725225118	Non DEG
zmp:0000001069	0.071	0.029	0	0.14	0.144	0.084	0.0333333333333	0.122666666667	0.078	1.82	0.000789510122250312	Slightly upregulated
ttyh3b	0.504	0.493	0.44	0.506	0.513	0.511	0.479	0.51	0.4945	0.09	0.177520247973627	Non DEG
iqce	0.574	0.567	0.641	0.574	0.634	0.59	0.594	0.599333333333	0.596666666667	0.01	0.870243551295399	Non DEG
snx8b	0.127	0.099	0.162	0.158	0.146	0.193	0.129333333333	0.165666666667	0.1475	0.36	0.0279034723731859	Non DEG
grk4	2.098	2.101	2.199	2.04	1.914	1.982	2.13266666667	1.97866666667	2.05566666667	-0.11	0.0494670984433121	Non DEG
tspan5b	0.633	0.647	0.793	0.694	0.689	0.875	0.691	0.752666666667	0.721833333333	0.12	0.163257591696616	Non DEG
slc24a2	0.038	0.023	0.023	0.049	0.052	0.079	0.028	0.06	0.044	1.1	1.45876299673574e-06	Slightly upregulated
saraf	0.464	0.577	0.46	0.587	0.577	0.512	0.500333333333	0.558666666667	0.5295	0.16	0.189923208588963	Non DEG
pla2g12a	3.576	3.279	3.531	3.68	3.773	3.613	3.462	3.68866666667	3.57533333333	0.09	0.296794283665404	Non DEG
LOC110439783	0	0.021	0	0	0	0.043	0.007	0.0143333333333	0.0106666666667	0.77	0.568393614525919	Non DEG
xpa	0.443	0.485	0.487	0.488	0.519	0.589	0.471666666667	0.532	0.501833333333	0.17	0.0394612054075308	Non DEG
mtp	20.522	21.102	21.628	23.164	23.972	24.168	21.084	23.768	22.426	0.17	0.000884130569311317	Non DEG
spink4	0.183	0.256	0.236	0.362	0.252	0.297	0.225	0.303666666667	0.264333333333	0.43	0.104618615947475	Non DEG
b4galt1	1.079	0.922	0.911	1.048	0.958	1.004	0.970666666667	1.00333333333	0.987	0.05	0.52983008382875	Non DEG
stra6l	0.43	0.535	0.559	0.772	0.718	0.73	0.508	0.74	0.624	0.54	2.47380389530544e-09	Non DEG
tdrd7a	0.324	0.304	0.309	0.247	0.328	0.289	0.312333333333	0.288	0.300166666667	-0.12	0.227420018244329	Non DEG
tmod1	0.038	0.042	0.034	0.036	0.039	0.035	0.038	0.0366666666667	0.0373333333333	-0.06	0.805859739487196	Non DEG
cplx2l	0.038	0.006	0.012	0.052	0.015	0.036	0.0186666666667	0.0343333333333	0.0265	0.85	0.0336247652201629	Non DEG
gne	0.777	0.881	0.84	0.762	0.861	0.822	0.832666666667	0.815	0.823833333333	-0.03	0.652675117179186	Non DEG
nansa	1.299	1.555	1.681	1.802	1.706	1.786	1.51166666667	1.76466666667	1.63816666667	0.22	0.0082339540510011	Non DEG
clta	2.491	2.701	2.599	2.953	3.193	3.075	2.597	3.07366666667	2.83533333333	0.24	0.000185349426414592	Non DEG
sclt1	1.168	1.213	1.278	1.172	1.223	1.271	1.21966666667	1.222	1.22083333333	0	0.962030768249245	Non DEG
zgc:77739	1.112	1.266	0.975	1.31	1.035	1.666	1.11766666667	1.337	1.22733333333	0.25	0.0516785099392947	Non DEG
pcdh10a	0.157	0.174	0.147	0.101	0.098	0.104	0.159333333333	0.101	0.130166666667	-0.66	7.17310667572979e-07	Non DEG
si:dkeyp-106c3.2	1.735	1.157	1.701	0.873	1.243	1.04	1.531	1.052	1.2915	-0.55	0.00609126758592172	Non DEG
pcdh18a	3.011	2.936	3.271	2.158	2.481	2.305	3.07266666667	2.31466666667	2.69366666667	-0.41	6.88770629454484e-09	Non DEG
noctb	0.408	0.354	0.4	0.655	0.425	0.56	0.387333333333	0.546666666667	0.467	0.49	1.15017525168866e-07	Non DEG
elf2b	1.925	1.965	2.102	2.13	1.977	2.04	1.99733333333	2.049	2.02316666667	0.04	0.537601120623558	Non DEG
mgarp	0.109	0.166	0.118	0.11	0.097	0.102	0.131	0.103	0.117	-0.35	0.0637462137865263	Non DEG
hpf1	4.772	4.302	4.63	3.825	3.625	3.341	4.568	3.597	4.0825	-0.34	1.39772259105054e-06	Non DEG
ank2a	0.11	0.115	0.095	0.118	0.115	0.1	0.106666666667	0.111	0.108833333333	0.06	0.500883821003926	Non DEG
camk2d2	0.019	0.023	0.017	0.014	0.026	0.019	0.0196666666667	0.0196666666667	0.0196666666667	0	0.983808841413118	Non DEG
cxcl8a	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
pde5aa	0.005	0.023	0.025	0.039	0.024	0.025	0.0176666666667	0.0293333333333	0.0235	0.71	0.0308875680915041	Non DEG
ppp2r2ca	0.111	0.067	0.093	0.119	0.091	0.086	0.0903333333333	0.0986666666667	0.0945	0.13	0.456742263286076	Non DEG
wfs1a	0.111	0.089	0.094	0.076	0.082	0.076	0.098	0.078	0.088	-0.33	0.0629228869343925	Non DEG
crmp1	0.026	0.047	0.039	0.045	0.071	0.058	0.0373333333333	0.058	0.0476666666667	0.63	0.0157190835438015	Non DEG
LOC567498	0.04	0	0.078	0	0	0	0.0393333333333	0.0	0.0196666666667	-4.1	0.00376755117365332	Strongly downregulated
fip1l1b	1.725	1.782	1.956	1.859	1.625	1.649	1.821	1.711	1.766	-0.09	0.161248540851196	Non DEG
LOC553528	0.059	0.061	0.068	0.078	0.07	0.08	0.0626666666667	0.076	0.0693333333333	0.27	0.145273611713297	Non DEG
chic2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
slc34a2a	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
rbpja	7.562	8.314	8.005	7.671	7.716	8.127	7.96033333333	7.838	7.89916666667	-0.02	0.712864669779805	Non DEG
stim2a	1.527	1.618	1.394	1.661	1.635	1.432	1.513	1.576	1.5445	0.06	0.395154448080416	Non DEG
LOC101882365	0.1	0.033	0.054	0.165	0.182	0.203	0.0623333333333	0.183333333333	0.122833333333	1.54	3.79396154578262e-05	Slightly upregulated
si:dkey-194g4.1	1.143	1.317	1.482	1.641	1.398	1.614	1.314	1.551	1.4325	0.24	0.00993756588825969	Non DEG
LOC100004921	0.007	0.034	0.076	0.027	0.04	0.048	0.039	0.0383333333333	0.0386666666667	-0.02	0.966962635759738	Non DEG
LOC100004978	0.259	0.352	0.292	0.231	0.406	0.237	0.301	0.291333333333	0.296166666667	-0.05	0.81488771919979	Non DEG
LOC110437782	3.591	3.641	3.705	3.754	3.113	3.198	3.64566666667	3.355	3.50033333333	-0.12	0.0654715717683752	Non DEG
LOC100329816	0.112	0.095	0.036	0.09	0.069	0.107	0.081	0.0886666666667	0.0848333333333	0.14	0.591758479448146	Non DEG
LOC100332745	0.026	0.042	0.032	0.059	0.045	0.023	0.0333333333333	0.0423333333333	0.0378333333333	0.33	0.259988720121952	Non DEG
LOC110438559	0	0	0	0.365	0	0	0.0	0.121666666667	0.0608333333333	4.47	0.000932355123956666	Strongly upregulated
LOC108189345	0.18	0.153	0.177	0.202	0.164	0.191	0.17	0.185666666667	0.177833333333	0.13	0.350004040759859	Non DEG
LOC100330143	4.327	4.497	4.655	5.183	4.55	5.093	4.493	4.942	4.7175	0.14	0.0376527924372446	Non DEG
LOC108185170	6.028	6.547	5.169	6.132	4.933	5.317	5.91466666667	5.46066666667	5.68766666667	-0.11	0.195509476012523	Non DEG
LOC100330009	0	0.034	0.02	0.007	0.04	0.013	0.018	0.02	0.019	0.14	0.831623760536309	Non DEG
LOC101886102	0.018	0.027	0.016	0.03	0.035	0.021	0.0203333333333	0.0286666666667	0.0245	0.49	0.00673694206046436	Non DEG
LOC100330441	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
LOC110438568	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
pcdh7a	0.1	0.065	0.082	0.106	0.116	0.116	0.0823333333333	0.112666666667	0.0975	0.45	8.11231028537121e-05	Non DEG
itln1	0.088	0.153	0.101	0.174	0.178	0.153	0.114	0.168333333333	0.141166666667	0.56	0.0336596613287547	Non DEG
hgsnat	4.136	3.976	3.939	4.015	3.825	4.008	4.017	3.94933333333	3.98316666667	-0.02	0.667424732795298	Non DEG
pi4k2b	1.373	1.231	1.315	1.496	1.474	1.35	1.30633333333	1.44	1.37316666667	0.14	0.0322926758935828	Non DEG
dlc1	0.626	0.621	0.615	0.572	0.591	0.602	0.620666666667	0.588333333333	0.6045	-0.08	0.157702157764311	Non DEG
sgcz	0.029	0.029	0.028	0.025	0.023	0.025	0.0286666666667	0.0243333333333	0.0265	-0.23	0.0737394371311629	Non DEG
tusc3	0.332	0.381	0.389	0.227	0.235	0.23	0.367333333333	0.230666666667	0.299	-0.67	1.9034479519585e-25	Non DEG
fgf20a	0.136	0.303	0.136	0.179	0.046	0.111	0.191666666667	0.112	0.151833333333	-0.74	0.104230022074968	Non DEG
micu3a	0.054	0.062	0.077	0.059	0.04	0.044	0.0643333333333	0.0476666666667	0.056	-0.43	0.00350072327708051	Non DEG
LOC794952	4.28	4.443	5.208	5.371	4.429	4.998	4.64366666667	4.93266666667	4.78816666667	0.08	0.408766202511939	Non DEG
vps37a	0.319	0.335	0.38	0.519	0.467	0.513	0.344666666667	0.499666666667	0.422166666667	0.53	8.54879741101009e-07	Non DEG
mtmr7b	0.134	0.109	0.128	0.291	0.285	0.305	0.123666666667	0.293666666667	0.208666666667	1.24	2.01973192900335e-21	Slightly upregulated
mtus1b	0.273	0.289	0.267	0.235	0.246	0.252	0.276333333333	0.244333333333	0.260333333333	-0.18	0.0125560485505299	Non DEG
pcm1	2.278	2.445	2.252	2.242	2.335	2.194	2.325	2.257	2.291	-0.04	0.46417492125636	Non DEG
asah1b	0.761	0.695	0.77	1.131	0.94	0.742	0.742	0.937666666667	0.839833333333	0.33	0.000775608737852417	Non DEG
frg1	2.123	2	2.061	2.079	2.039	2.078	2.06133333333	2.06533333333	2.06333333333	0	0.967488115319133	Non DEG
fat1a	7.383	7.264	7.367	7.028	6.905	7.103	7.338	7.012	7.175	-0.07	0.198923689334266	Non DEG
casp3a	3.291	3.5	3.681	3.202	3.575	3.459	3.49066666667	3.412	3.45133333333	-0.03	0.635870544294481	Non DEG
acsl1a	0.534	0.581	0.571	0.57	0.548	0.573	0.562	0.563666666667	0.562833333333	0.01	0.942464494243871	Non DEG
helt	0.056	0	0.056	0.167	0	0.056	0.0373333333333	0.0743333333333	0.0558333333333	0.92	0.254573508274145	Non DEG
si:ch211-197n1.2	0.029	0.03	0.033	0.05	0.045	0.047	0.0306666666667	0.0473333333333	0.039	0.61	0.000765621965819766	Non DEG
slc25a4	0.289	0.201	0.321	0.183	0.158	0.138	0.270333333333	0.159666666667	0.215	-0.75	0.0405878535003077	Non DEG
cfap97	0.325	0.424	0.368	0.449	0.327	0.27	0.372333333333	0.348666666667	0.3605	-0.1	0.45851866876973	Non DEG
ankrd37	0.32	0.516	0.473	0.275	0.426	0.452	0.436333333333	0.384333333333	0.410333333333	-0.18	0.408356970120429	Non DEG
ufsp2	0.141	0.196	0.216	0.177	0.193	0.093	0.184333333333	0.154333333333	0.169333333333	-0.25	0.174534809407296	Non DEG
si:dkey-256e7.8	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
pdlim3a	0.01	0.017	0.007	0.014	0.007	0.003	0.0113333333333	0.008	0.00966666666667	-0.51	0.449095361169605	Non DEG
sorbs2a	0.231	0.207	0.195	0.251	0.222	0.249	0.211	0.240666666667	0.225833333333	0.19	0.00633275236224291	Non DEG
tlr3	0.817	0.883	1.025	0.743	0.991	0.831	0.908333333333	0.855	0.881666666667	-0.08	0.514929495149172	Non DEG
cyp4v8	0.045	0.042	0.07	0.086	0.078	0.042	0.0523333333333	0.0686666666667	0.0605	0.4	0.179550224589966	Non DEG
mtnr1aa	0.026	0.027	0.04	0.033	0.046	0.044	0.031	0.041	0.036	0.41	0.00827785622254918	Non DEG
klhl5	0.252	0.247	0.264	0.212	0.212	0.215	0.254333333333	0.213	0.233666666667	-0.26	6.64369031451565e-05	Non DEG
si:dkey-192k22.2	0.093	0.117	0.082	0.106	0.142	0.091	0.0973333333333	0.113	0.105166666667	0.21	0.216782346819268	Non DEG
fam114a1	0.474	0.461	0.466	0.487	0.37	0.441	0.467	0.432666666667	0.449833333333	-0.11	0.286000381031251	Non DEG
klf3	0.898	0.958	0.993	1.048	1.024	1.015	0.949666666667	1.029	0.989333333333	0.12	0.125414408026971	Non DEG
tbc1d1	0.498	0.507	0.509	0.464	0.462	0.456	0.504666666667	0.460666666667	0.482666666667	-0.13	0.0267412397228209	Non DEG
pgm2	0.203	0.256	0.256	0.223	0.242	0.237	0.238333333333	0.234	0.236166666667	-0.02	0.834538943788777	Non DEG
slc25a51a	0.029	0.02	0.019	0.057	0.01	0	0.0226666666667	0.0223333333333	0.0225	-0.02	0.978737865250201	Non DEG
zgc:195282	0.171	0.128	0.129	0.181	0.116	0.202	0.142666666667	0.166333333333	0.1545	0.23	0.151882420100987	Non DEG
rnf38	1.861	1.74	1.758	1.761	1.633	1.664	1.78633333333	1.686	1.73616666667	-0.08	0.131312912294648	Non DEG
limch1a	0.181	0.173	0.176	0.193	0.189	0.216	0.176666666667	0.199333333333	0.188	0.17	0.0273363873028102	Non DEG
phox2ba	0.348	0.191	0.17	0.204	0.237	0.269	0.236333333333	0.236666666667	0.2365	0	0.986875931062767	Non DEG
exosc9	3.289	3.039	3.351	2.779	2.987	3.134	3.22633333333	2.96666666667	3.0965	-0.12	0.0836484711434834	Non DEG
ptpn9b	2.815	3.096	2.848	2.504	2.684	2.618	2.91966666667	2.602	2.76083333333	-0.17	0.00732305047546196	Non DEG
ptprdb	0.083	0.072	0.081	0.109	0.103	0.107	0.0786666666667	0.106333333333	0.0925	0.43	2.7693210241677e-07	Non DEG
si:dkeyp-118a3.2	0.04	0.009	0.038	0.018	0.057	0.012	0.029	0.029	0.029	0.01	0.976805062310375	Non DEG
tyrp1b	0.014	0.067	0.022	0.025	0.017	0.021	0.0343333333333	0.021	0.0276666666667	-0.7	0.0991412643082158	Non DEG
rbm47	4.283	4.328	4.467	4.526	4.58	4.678	4.35933333333	4.59466666667	4.477	0.08	0.153183866601818	Non DEG
lap3	0.908	0.822	0.891	0.858	0.943	0.907	0.873666666667	0.902666666667	0.888166666667	0.05	0.614235076562329	Non DEG
clockb	1.32	1.162	1.201	1.343	1.333	1.237	1.22766666667	1.30433333333	1.266	0.09	0.173281956529102	Non DEG
kitb	0.269	0.258	0.24	0.243	0.321	0.261	0.255666666667	0.275	0.265333333333	0.1	0.317396235698136	Non DEG
clrn2	0.166	0.081	0.181	0.245	0.159	0.238	0.142666666667	0.214	0.178333333333	0.58	0.146205967737873	Non DEG
si:dkey-245p14.4	0.108	0.063	0	0.107	0.062	0.085	0.057	0.0846666666667	0.0708333333333	0.54	0.388127622459224	Non DEG
smc2	8.073	7.833	8.626	8.361	8.145	8.742	8.17733333333	8.416	8.29666666667	0.04	0.436756197749646	Non DEG
kiaa0368	2.725	2.939	2.835	2.991	2.948	3.107	2.833	3.01533333333	2.92416666667	0.09	0.107750831639008	Non DEG
fbxo10	0.845	0.794	0.76	0.656	0.669	0.63	0.799666666667	0.651666666667	0.725666666667	-0.3	7.56177427319737e-05	Non DEG
polr1e	4.18	4.276	4.221	4.273	3.72	4.17	4.22566666667	4.05433333333	4.14	-0.06	0.348646996097503	Non DEG
tmem192	0.216	0.152	0.198	0.201	0.141	0.195	0.188666666667	0.179	0.183833333333	-0.07	0.636551824485302	Non DEG
apela	9.097	8.761	9.706	8.057	7.923	7.853	9.188	7.94433333333	8.56616666667	-0.21	0.000731292388584388	Non DEG
march1	0.094	0.087	0.09	0.132	0.152	0.164	0.0903333333333	0.149333333333	0.119833333333	0.72	9.92115813784857e-10	Non DEG
tma16	4.061	4.842	4.446	4.748	4.97	5.344	4.44966666667	5.02066666667	4.73516666667	0.17	0.0187392604179223	Non DEG
si:ch211-42i9.8	1.154	1.131	1.2	1.669	1.706	1.515	1.16166666667	1.63	1.39583333333	0.49	2.42201597246968e-15	Non DEG
zbtb5	3.029	2.803	2.613	2.709	3.127	2.852	2.815	2.896	2.8555	0.04	0.527207230646041	Non DEG
grhprb	0.503	0.48	0.489	0.297	0.317	0.326	0.490666666667	0.313333333333	0.402	-0.65	3.84895109918699e-06	Non DEG
si:dkey-82j4.2	1.256	1.398	1.344	1.285	1.358	1.295	1.33266666667	1.31266666667	1.32266666667	-0.02	0.716869261275929	Non DEG
apbb2b	0.445	0.434	0.456	0.422	0.41	0.403	0.445	0.411666666667	0.428333333333	-0.11	0.0836554610774956	Non DEG
LOC101882573	0.068	0.06	0.072	0.08	0.067	0.072	0.0666666666667	0.073	0.0698333333333	0.13	0.375976014597171	Non DEG
mettl14	6.178	5.753	7.546	4.966	5.124	5.197	6.49233333333	5.09566666667	5.794	-0.35	6.62193774028834e-07	Non DEG
prss12	0.11	0.132	0.109	0.079	0.058	0.062	0.117	0.0663333333333	0.0916666666667	-0.82	1.13222627524217e-12	Non DEG
ndst3	0.088	0.081	0.07	0.051	0.038	0.044	0.0796666666667	0.0443333333333	0.062	-0.85	1.23102153836315e-15	Non DEG
ugt8	0.318	0.34	0.351	0.354	0.262	0.323	0.336333333333	0.313	0.324666666667	-0.11	0.233405070495641	Non DEG
spock3	0.041	0.037	0.036	0.031	0.049	0.041	0.038	0.0403333333333	0.0391666666667	0.08	0.635582624010593	Non DEG
tll1	1.845	1.81	1.873	1.471	1.525	1.579	1.84266666667	1.525	1.68383333333	-0.27	5.29769765898088e-07	Non DEG
cpe	0.047	0.04	0.06	0.04	0.052	0.043	0.049	0.045	0.047	-0.12	0.522160961616778	Non DEG
msmo1	0.055	0.067	0.073	0.074	0.093	0.068	0.065	0.0783333333333	0.0716666666667	0.26	0.340212714905036	Non DEG
klhl2	0.301	0.324	0.339	0.372	0.296	0.34	0.321333333333	0.336	0.328666666667	0.06	0.478759889698147	Non DEG
si:dkey-253i9.4	1.11	1.119	1.228	1.241	1.178	1.195	1.15233333333	1.20466666667	1.1785	0.06	0.269753057803092	Non DEG
npy1r	0.081	0.081	0.095	0.096	0.09	0.101	0.0856666666667	0.0956666666667	0.0906666666667	0.16	0.20005446084797	Non DEG
med28	2.707	3.029	2.232	2.845	3.115	3.012	2.656	2.99066666667	2.82333333333	0.17	0.0854225766625581	Non DEG
tmem144a	0.392	0.545	0.586	0.668	0.657	0.56	0.507666666667	0.628333333333	0.568	0.31	0.0164116488441246	Non DEG
gria2a	0.066	0.052	0.048	0.056	0.052	0.056	0.0553333333333	0.0546666666667	0.055	-0.02	0.877321443230262	Non DEG
glrba	0.009	0.028	0.015	0.027	0.014	0.032	0.0173333333333	0.0243333333333	0.0208333333333	0.47	0.0417706973305919	Non DEG
wdr19	0.483	0.437	0.447	0.504	0.414	0.421	0.455666666667	0.446333333333	0.451	-0.03	0.686338358822351	Non DEG
ncapd3	1.526	1.783	1.929	1.6	1.411	1.384	1.746	1.465	1.6055	-0.25	0.000143017523605882	Non DEG
primpol	0.718	1.121	0.962	0.732	0.826	0.967	0.933666666667	0.841666666667	0.887666666667	-0.15	0.143213345352284	Non DEG
adamtsl7	0.037	0.038	0.027	0.069	0.093	0.07	0.034	0.0773333333333	0.0556666666667	1.19	7.25054119704719e-07	Slightly upregulated
zcchc7	1.478	1.55	1.441	1.341	1.371	1.3	1.48966666667	1.33733333333	1.4135	-0.16	0.0044614312633539	Non DEG
pax5	0.08	0.088	0.062	0.069	0.052	0.062	0.0766666666667	0.061	0.0688333333333	-0.32	0.00521386913966733	Non DEG
melk	2.196	1.978	2.153	1.874	1.95	1.968	2.109	1.93066666667	2.01983333333	-0.13	0.0486944612552717	Non DEG
frmpd1	0.047	0.053	0.036	0.073	0.045	0.063	0.0453333333333	0.0603333333333	0.0528333333333	0.41	0.012013014429691	Non DEG
kdm4c	0.33	0.401	0.344	0.342	0.422	0.4	0.358333333333	0.388	0.373166666667	0.11	0.189908880979628	Non DEG
dnah6	0.088	0.1	0.097	0.088	0.091	0.102	0.095	0.0936666666667	0.0943333333333	-0.01	0.845433477170564	Non DEG
si:ch73-380n15.2	0.05	0.054	0.04	0.043	0.052	0.039	0.048	0.0446666666667	0.0463333333333	-0.09	0.431123839957224	Non DEG
chrnb3a	0.109	0.115	0.082	0.092	0.075	0.099	0.102	0.0886666666667	0.0953333333333	-0.2	0.254154623212047	Non DEG
LOC108190615	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
chrna6	0.093	0.144	0.103	0.142	0.12	0.098	0.113333333333	0.12	0.116666666667	0.08	0.576295306363196	Non DEG
chrnb2a	0.219	0.216	0.232	0.237	0.24	0.262	0.222333333333	0.246333333333	0.234333333333	0.15	0.109972162917065	Non DEG
uchl1	0.448	0.248	0.306	2.211	2.073	1.95	0.334	2.078	1.206	2.63	1.20541184942182e-72	Upregulated
anxa5b	0.155	0.16	0.114	0.283	0.185	0.247	0.143	0.238333333333	0.190666666667	0.74	0.00012591143230951	Non DEG
fgfbp1b	1.787	1.838	2.154	1.814	1.834	1.785	1.92633333333	1.811	1.86866666667	-0.09	0.532017570256758	Non DEG
fgfbp2b	0.046	0.018	0.037	0.027	0	0.009	0.0336666666667	0.012	0.0228333333333	-1.4	0.0620293248569636	Non DEG
zmynd10	0.054	0.07	0.071	0.072	0.042	0.09	0.065	0.068	0.0665	0.06	0.826086233468189	Non DEG
prom1b	0.029	0.027	0.023	0.036	0.054	0.041	0.0263333333333	0.0436666666667	0.035	0.72	0.000742805192652258	Non DEG
tapt1b	0.265	0.279	0.264	0.304	0.308	0.26	0.269333333333	0.290666666667	0.28	0.11	0.266158352509235	Non DEG
ldb2b	1.365	1.254	1.384	1.026	0.937	1.028	1.33433333333	0.997	1.16566666667	-0.42	3.4378055640075e-10	Non DEG
qdprb1	0.663	0.691	0.615	0.555	0.606	0.636	0.656333333333	0.599	0.627666666667	-0.13	0.345135486666112	Non DEG
gtf2e2	1.586	1.491	1.599	1.372	1.39	1.392	1.55866666667	1.38466666667	1.47166666667	-0.17	0.013218790582008	Non DEG
si:dkey-92j12.6	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
adgrl3.1	0.131	0.143	0.141	0.172	0.169	0.166	0.138333333333	0.169	0.153666666667	0.29	1.68300282809825e-05	Non DEG
si:dkey-92j12.5	0.223	0.233	0.232	0.338	0.278	0.258	0.229333333333	0.291333333333	0.260333333333	0.35	4.68463603953608e-06	Non DEG
rfc1	2.426	2.383	2.272	1.672	1.809	1.618	2.36033333333	1.69966666667	2.03	-0.47	2.0347429359793e-14	Non DEG
rpl9	50.493	50.42	49.142	47.976	46.258	46.773	50.0183333333	47.0023333333	48.5103333333	-0.09	0.0909556704664916	Non DEG
lias	0.692	0.577	0.505	0.807	0.526	0.579	0.591333333333	0.637333333333	0.614333333333	0.11	0.381161814128703	Non DEG
ugdh	2.77	2.692	2.792	3.146	2.931	3.188	2.75133333333	3.08833333333	2.91983333333	0.17	0.0141592498106393	Non DEG
smim14	0.119	0.145	0.095	0.108	0.08	0.08	0.119666666667	0.0893333333333	0.1045	-0.41	0.0985279554158059	Non DEG
ube2kb	1.498	1.609	1.631	1.519	2.058	1.716	1.57933333333	1.76433333333	1.67183333333	0.16	0.0477106757596434	Non DEG
pds5a	6.435	6.596	6.247	6.167	5.94	5.821	6.426	5.976	6.201	-0.1	0.0467625758334242	Non DEG
n4bp2	2.512	2.495	2.581	2.468	2.245	2.302	2.52933333333	2.33833333333	2.43383333333	-0.11	0.0644274300905841	Non DEG
rhoh	0.213	0.13	0.133	0.254	0.255	0.192	0.158666666667	0.233666666667	0.196166666667	0.56	0.0275042342564741	Non DEG
chrna9	0.072	0.085	0.14	0.118	0.05	0.116	0.099	0.0946666666667	0.0968333333333	-0.06	0.802900483540405	Non DEG
LOC110439257	0.787	0.493	0.897	0.962	0.989	0.798	0.725666666667	0.916333333333	0.821	0.33	0.0606869950934408	Non DEG
si:dkeyp-26a9.2	0.855	0.816	0.803	0.629	0.635	0.664	0.824666666667	0.642666666667	0.733666666667	-0.36	0.000238084500085362	Non DEG
fam184b	0.076	0.073	0.073	0.057	0.063	0.074	0.074	0.0646666666667	0.0693333333333	-0.19	0.18384396340781	Non DEG
ncapg	2.268	2.355	2.134	3.045	2.987	2.676	2.25233333333	2.90266666667	2.5775	0.37	3.67020131840381e-08	Non DEG
lcorl	3.077	3.177	3.346	2.931	3.179	3.167	3.2	3.09233333333	3.14616666667	-0.05	0.406529345439088	Non DEG
slit2	1.314	1.236	1.307	0.983	0.984	0.996	1.28566666667	0.987666666667	1.13666666667	-0.38	4.31667026862483e-12	Non DEG
im:7138144	0.653	0.694	0.668	0.606	0.634	0.664	0.671666666667	0.634666666667	0.653166666667	-0.08	0.124047808752251	Non DEG
mab21l2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
rps3a	47.235	47.305	43.786	44.436	43.468	41.899	46.1086666667	43.2676666667	44.6881666667	-0.09	0.0869790646756978	Non DEG
zgc:171517	0.116	0.09	0.045	0.206	0.167	0.111	0.0836666666667	0.161333333333	0.1225	0.93	0.0108797720616613	Non DEG
qdprb2	0.117	0.165	0.078	0.231	0.3	0.244	0.12	0.258333333333	0.189166666667	1.09	0.000607068291313316	Slightly upregulated
qdprb2-2	0.146	0.169	0.208	0.355	0.354	0.399	0.174333333333	0.369333333333	0.271833333333	1.08	1.89894209675981e-05	Slightly upregulated
sh3d19	0.613	0.585	0.581	0.549	0.581	0.639	0.593	0.589666666667	0.591333333333	-0.01	0.877163530594328	Non DEG
fam160a1a	0.734	0.77	0.67	0.904	0.933	0.89	0.724666666667	0.909	0.816833333333	0.33	8.18321942309029e-07	Non DEG
gatb	0.52	0.518	0.48	0.38	0.424	0.404	0.506	0.402666666667	0.454333333333	-0.33	4.17530111513611e-05	Non DEG
dctpp1	6.357	6.224	6.565	5.779	5.715	5.439	6.382	5.64433333333	6.01316666667	-0.18	0.0851180387051276	Non DEG
fbxw7	2.582	2.5	2.603	2.373	2.334	2.332	2.56166666667	2.34633333333	2.454	-0.13	0.0138903968585686	Non DEG
tmem154	0.89	0.814	0.835	0.808	0.751	0.829	0.846333333333	0.796	0.821166666667	-0.09	0.208245449293242	Non DEG
mnd1	1.275	1.418	1.277	1.064	1.076	1.086	1.32333333333	1.07533333333	1.19933333333	-0.3	2.09849809989268e-06	Non DEG
tmem131l	1.055	1.143	1.055	1.1	1.151	1.123	1.08433333333	1.12466666667	1.1045	0.05	0.344922666917515	Non DEG
trim2a	0.162	0.19	0.194	0.28	0.248	0.221	0.182	0.249666666667	0.215833333333	0.45	1.72414969492664e-06	Non DEG
fhdc1	0.837	0.698	0.912	0.579	0.549	0.548	0.815666666667	0.558666666667	0.687166666667	-0.55	8.88812725129206e-15	Non DEG
arfip1	1.285	1.219	1.21	1.124	1.035	1.159	1.238	1.106	1.172	-0.16	0.00803243191259977	Non DEG
sfrp2	0.104	0.214	0.114	0.157	0.061	0.14	0.144	0.119333333333	0.131666666667	-0.27	0.319150788670694	Non DEG
dchs2	0.133	0.173	0.198	0.176	0.156	0.181	0.168	0.171	0.1695	0.03	0.778735594692164	Non DEG
plrg1	5.061	5.53	5.049	5.084	5.022	4.871	5.21333333333	4.99233333333	5.10283333333	-0.06	0.286594441741641	Non DEG
fgg	0.246	0.171	0.244	0.129	0.213	0.212	0.220333333333	0.184666666667	0.2025	-0.25	0.180777195117777	Non DEG
